invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5percent,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating,tax_5,year,month,month_name,day_name,day,hour,calculated_sales,sales_difference
INV-10372,A,Pune,Member,Female,Electronic Accessories,31.23,7.0,10.93,229.54,2027-01-07,17:48:00,Credit Card,218.61,4.7619,10.93,3.7,10.93,2027,1,January,Thursday,7,17,229.54,0.0
INV-10021,B,Nashik,Normal,Male,Health And Beauty,68.08,8.0,27.23,571.87,2026-01-21,17:07:00,Upi,544.64,4.7619,27.23,5.0,27.23,2026,1,January,Wednesday,21,17,571.87,0.0
INV-10097,B,Nashik,Normal,Female,Home And Lifestyle,29.08,4.0,5.82,122.14,2026-04-07,16:14:00,Upi,116.32,4.7619,5.82,4.1,5.82,2026,4,April,Tuesday,7,16,122.14,0.0
INV-10086,A,Pune,Member,Male,Fashion Accessories,61.71,8.0,24.68,518.36,2026-03-27,17:24:00,Credit Card,493.68,4.7619,24.68,4.4,24.68,2026,3,March,Friday,27,17,518.36,0.0
INV-10137,B,Nashik,Normal,Female,Sports And Travel,53.61,7.0,18.76,394.03,2026-05-17,21:36:00,Upi,375.27,4.7619,18.76,4.0,18.76,2026,5,May,Sunday,17,21,394.03,0.0
INV-10276,B,Nashik,Member,Male,Health And Beauty,33.26,10.0,16.63,349.23,2026-10-03,16:58:00,Credit Card,332.6,4.7619,16.63,3.8,16.63,2026,10,October,Saturday,3,16,349.23,0.0
INV-10201,B,Nashik,Normal,Male,Health And Beauty,35.14,3.0,5.27,110.69,2026-07-20,17:33:00,Credit Card,105.42,4.7619,5.27,4.3,5.27,2026,7,July,Monday,20,17,110.69,0.0
INV-10122,C,Mumbai,Member,Female,Electronic Accessories,79.91,7.0,27.97,587.34,2026-05-02,20:03:00,Cash,559.37,4.7619,27.97,3.0,27.97,2026,5,May,Saturday,2,20,587.34,0.0
INV-10492,B,Nashik,Normal,Male,Sports And Travel,78.26,2.0,7.83,164.35,2027-05-07,17:56:00,Credit Card,156.52,4.7619,7.83,3.7,7.83,2027,5,May,Friday,7,17,164.35,0.0
INV-10038,A,Pune,Member,Male,Health And Beauty,14.71,7.0,5.15,108.12,2026-02-07,17:23:00,Upi,102.97,4.7619,5.15,5.0,5.15,2026,2,February,Saturday,7,17,108.12,0.0
INV-10174,A,Pune,Unknown,Female,Food And Beverages,39.12,3.0,5.87,123.23,2026-06-23,13:59:00,Upi,117.36,4.7619,5.87,4.9,5.87,2026,6,June,Tuesday,23,13,123.23,0.0
INV-10393,B,Nashik,Normal,Female,Electronic Accessories,62.72,7.0,21.95,460.99,2027-01-28,13:24:00,Credit Card,439.04,4.7619,21.95,3.7,21.95,2027,1,January,Thursday,28,13,460.99,0.0
INV-10138,C,Mumbai,Member,Female,Health And Beauty,77.88,9.0,35.05,735.97,2026-05-18,09:23:00,Credit Card,700.92,4.7619,35.05,4.0,35.05,2026,5,May,Monday,18,9,735.97,0.0
INV-10371,A,Pune,Member,Female,Fashion Accessories,76.2,3.0,11.43,240.03,2027-01-06,11:33:00,Cash,228.6,4.7619,11.43,4.3,11.43,2027,1,January,Wednesday,6,11,240.03,0.0
INV-10361,B,Nashik,Normal,Female,Food And Beverages,67.28,1.0,3.36,70.64,2026-12-27,20:45:00,Cash,67.28,4.7619,3.36,3.1,3.36,2026,12,December,Sunday,27,20,70.64,0.0
INV-10234,B,Nashik,Normal,Male,Home And Lifestyle,16.18,3.0,2.43,50.97,2026-08-22,20:06:00,Credit Card,48.54,4.7619,2.43,3.6,2.43,2026,8,August,Saturday,22,20,50.97,0.0
INV-10339,B,Nashik,Normal,Female,Food And Beverages,29.55,3.0,4.43,93.08,2026-12-05,13:57:00,Credit Card,88.65,4.7619,4.43,5.0,4.43,2026,12,December,Saturday,5,13,93.08,0.0
INV-10400,C,Mumbai,Member,Female,Electronic Accessories,30.3,5.0,4.55,159.08,2027-02-04,13:53:00,Upi,151.5,4.7619,7.58,3.4,7.58,2027,2,February,Thursday,4,13,159.08,0.0
INV-10458,B,Nashik,Member,Male,Food And Beverages,26.47,3.0,3.97,83.38,2027-04-03,15:01:00,Cash,79.41,4.7619,3.97,4.5,3.97,2027,4,April,Saturday,3,15,83.38,0.0
INV-10465,C,Mumbai,Member,Male,Electronic Accessories,98.25,3.0,14.74,309.49,2027-04-10,15:18:00,Credit Card,294.75,4.7619,14.74,3.5,14.74,2027,4,April,Saturday,10,15,309.49,0.0
INV-10016,A,Pune,Member,Female,Food And Beverages,64.29,9.0,28.93,607.54,2026-01-16,11:52:00,Upi,578.61,4.7619,28.93,3.3,28.93,2026,1,January,Friday,16,11,607.54,0.0
INV-10427,B,Nashik,Member,Male,Sports And Travel,43.41,6.0,13.02,273.48,2027-03-03,21:05:00,Cash,260.46,4.7619,13.02,4.8,13.02,2027,3,March,Wednesday,3,21,273.48,0.0
INV-10394,C,Mumbai,Member,Male,Food And Beverages,62.78,4.0,12.56,263.68,2027-01-29,19:50:00,Credit Card,251.12,4.7619,12.56,4.0,12.56,2027,1,January,Friday,29,19,263.68,0.0
INV-10037,A,Pune,Normal,Female,Home And Lifestyle,27.13,2.0,2.71,56.97,2026-02-06,20:01:00,Upi,54.26,4.7619,2.71,4.1,2.71,2026,2,February,Friday,6,20,56.97,0.0
INV-10453,B,Nashik,Member,Female,Health And Beauty,27.21,7.0,9.52,199.99,2027-03-29,20:15:00,Credit Card,190.47,4.7619,9.52,4.8,9.52,2027,3,March,Monday,29,20,199.99,0.0
INV-10347,B,Nashik,Member,Male,Electronic Accessories,44.89,5.0,11.22,235.67,2026-12-13,11:11:00,Credit Card,224.45,4.7619,11.22,3.7,11.22,2026,12,December,Sunday,13,11,235.67,0.0
INV-10304,B,Nashik,Normal,Male,Electronic Accessories,61.95,1.0,3.1,65.05,2026-10-31,20:41:00,Credit Card,61.95,4.7619,3.1,3.4,3.1,2026,10,October,Saturday,31,20,65.05,0.0
INV-10247,B,Nashik,Member,Male,Sports And Travel,96.38,1.0,4.82,101.2,2026-09-04,20:56:00,Cash,96.38,4.7619,4.82,4.0,4.82,2026,9,September,Friday,4,20,101.2,0.0
INV-10108,C,Mumbai,Member,Male,Health And Beauty,38.24,3.0,5.74,120.46,2026-04-18,09:57:00,Credit Card,114.72,4.7619,5.74,4.4,5.74,2026,4,April,Saturday,18,9,120.46,0.0
INV-10392,B,Nashik,Normal,Female,Food And Beverages,73.02,5.0,18.26,383.36,2027-01-27,18:49:00,Upi,365.1,4.7619,18.26,4.0,18.26,2027,1,January,Wednesday,27,18,383.36,0.0
INV-10293,C,Mumbai,Normal,Male,Health And Beauty,96.86,7.0,33.9,711.92,2026-10-20,16:29:00,Credit Card,678.02,4.7619,33.9,4.8,33.9,2026,10,October,Tuesday,20,16,711.92,0.0
INV-10291,A,Pune,Member,Female,Electronic Accessories,71.68,5.0,17.92,376.32,2026-10-18,15:07:00,Cash,358.4,4.7619,17.92,4.2,17.92,2026,10,October,Sunday,18,15,376.32,0.0
INV-10288,B,Nashik,Member,Male,Electronic Accessories,58.56,9.0,26.35,553.39,2026-10-15,09:42:00,Credit Card,527.04,4.7619,26.35,3.0,26.35,2026,10,October,Thursday,15,9,553.39,0.0
INV-10497,B,Nashik,Normal,Female,Fashion Accessories,24.55,7.0,8.59,180.44,2027-05-12,13:27:00,Upi,171.85,4.7619,8.59,5.0,8.59,2027,5,May,Wednesday,12,13,180.44,0.0
INV-10093,C,Mumbai,Member,Female,Fashion Accessories,70.69,10.0,35.34,742.24,2026-04-03,12:31:00,Unknown,706.9,4.7619,35.34,3.5,35.34,2026,4,April,Friday,3,12,742.24,0.0
INV-10236,C,Mumbai,Normal,Female,Food And Beverages,17.44,7.0,6.1,128.18,2026-08-24,18:24:00,Upi,122.08,4.7619,6.1,3.5,6.1,2026,8,August,Monday,24,18,128.18,0.0
INV-10286,A,Pune,Normal,Female,Food And Beverages,77.79,5.0,19.45,408.4,2026-10-13,21:58:00,Credit Card,388.95,4.7619,19.45,4.0,19.45,2026,10,October,Tuesday,13,21,408.4,0.0
INV-10260,A,Pune,Normal,Male,Food And Beverages,19.97,10.0,9.98,209.68,2026-09-17,14:21:00,Upi,199.7,4.7619,9.98,3.5,9.98,2026,9,September,Thursday,17,14,209.68,0.0
INV-10148,B,Nashik,Normal,Male,Fashion Accessories,65.62,4.0,13.12,275.6,2026-05-28,15:27:00,Upi,262.48,4.7619,13.12,4.5,13.12,2026,5,May,Thursday,28,15,275.6,0.0
INV-10135,C,Mumbai,Member,Male,Fashion Accessories,27.26,4.0,5.45,114.49,2026-05-15,15:20:00,Upi,109.04,4.7619,5.45,3.7,5.45,2026,5,May,Friday,15,15,114.49,0.0
INV-10399,C,Mumbai,Member,Male,Fashion Accessories,86.75,4.0,17.35,364.35,2027-02-03,16:21:00,Credit Card,347.0,4.7619,17.35,5.0,17.35,2027,2,February,Wednesday,3,16,364.35,0.0
INV-10075,C,Mumbai,Normal,Male,Home And Lifestyle,40.75,3.0,6.11,128.36,2026-03-16,15:02:00,Cash,122.25,4.7619,6.11,4.6,6.11,2026,3,March,Monday,16,15,128.36,0.0
INV-10476,C,Mumbai,Member,Male,Sports And Travel,69.78,6.0,20.93,439.61,2027-04-21,13:53:00,Cash,418.68,4.7619,20.93,4.0,20.93,2027,4,April,Wednesday,21,13,439.61,0.0
INV-10181,B,Nashik,Normal,Female,Sports And Travel,33.93,1.0,1.7,35.63,2026-06-30,21:36:00,Cash,33.93,4.7619,1.7,4.0,1.7,2026,6,June,Tuesday,30,21,35.63,0.0
INV-10187,C,Mumbai,Normal,Male,Fashion Accessories,87.82,5.0,21.96,461.06,2026-07-06,14:16:00,Cash,439.1,4.7619,21.96,3.9,21.96,2026,7,July,Monday,6,14,461.06,0.0
INV-10342,B,Nashik,Normal,Male,Sports And Travel,10.17,9.0,4.58,96.11,2026-12-08,16:44:00,Upi,91.53,4.7619,4.58,4.2,4.58,2026,12,December,Tuesday,8,16,96.11,0.0
INV-10455,A,Pune,Member,Male,Food And Beverages,37.78,3.0,5.67,119.01,2027-03-31,18:24:00,Upi,113.34,4.7619,5.67,4.2,5.67,2027,3,March,Wednesday,31,18,119.01,0.0
INV-10141,C,Mumbai,Member,Female,Electronic Accessories,48.73,3.0,7.31,153.5,2026-05-21,17:29:00,Upi,146.19,4.7619,7.31,3.7,7.31,2026,5,May,Thursday,21,17,153.5,0.0
INV-10013,C,Mumbai,Normal,Female,Sports And Travel,11.42,7.0,4.0,83.94,2026-01-13,19:10:00,Cash,79.94,4.7619,4.0,3.4,4.0,2026,1,January,Tuesday,13,19,83.94,0.0
INV-10267,C,Mumbai,Normal,Female,Sports And Travel,34.64,4.0,6.93,145.49,2026-09-24,21:42:00,Upi,138.56,4.7619,6.93,3.8,6.93,2026,9,September,Thursday,24,21,145.49,0.0
INV-10308,A,Pune,Normal,Female,Health And Beauty,60.22,5.0,15.06,316.16,2026-11-04,10:54:00,Upi,301.1,4.7619,15.06,3.1,15.06,2026,11,November,Wednesday,4,10,316.16,0.0
INV-10489,C,Mumbai,Member,Female,Food And Beverages,40.58,6.0,12.17,255.65,2027-05-04,16:19:00,Cash,243.48,4.7619,12.17,3.5,12.17,2027,5,May,Tuesday,4,16,255.65,0.0
INV-10173,B,Nashik,Member,Male,Electronic Accessories,65.71,9.0,29.57,620.96,2026-06-22,09:35:00,Credit Card,591.39,4.7619,29.57,4.5,29.57,2026,6,June,Monday,22,9,620.96,0.0
INV-10252,B,Nashik,Normal,Male,Food And Beverages,52.69,6.0,15.81,331.95,2026-09-09,12:40:00,Credit Card,316.14,4.7619,15.81,3.3,15.81,2026,9,September,Wednesday,9,12,331.95,0.0
INV-10434,A,Pune,Normal,Male,Health And Beauty,65.77,5.0,16.44,345.29,2027-03-10,11:25:00,Upi,328.85,4.7619,16.44,4.2,16.44,2027,3,March,Wednesday,10,11,345.29,0.0
INV-10272,C,Mumbai,Normal,Male,Home And Lifestyle,99.32,1.0,4.97,104.29,2026-09-29,20:43:00,Upi,99.32,4.7619,4.97,3.6,4.97,2026,9,September,Tuesday,29,20,104.29,0.0
INV-10451,C,Mumbai,Normal,Male,Fashion Accessories,23.05,6.0,6.92,145.22,2027-03-27,21:47:00,Upi,138.3,4.7619,6.92,4.0,6.92,2027,3,March,Saturday,27,21,145.22,0.0
INV-10005,A,Pune,Normal,Female,Health And Beauty,15.26,8.0,6.1,128.18,2026-01-05,18:47:00,Credit Card,122.08,4.7619,6.1,3.5,6.1,2026,1,January,Monday,5,18,128.18,0.0
INV-10352,C,Mumbai,Normal,Male,Home And Lifestyle,19.37,2.0,1.94,40.68,2026-12-18,18:39:00,Upi,38.74,4.7619,1.94,4.6,1.94,2026,12,December,Friday,18,18,40.68,0.0
INV-10295,A,Pune,Member,Female,Fashion Accessories,23.56,9.0,10.6,222.64,2026-10-22,09:42:00,Upi,212.04,4.7619,10.6,4.7,10.6,2026,10,October,Thursday,22,9,222.64,0.0
INV-10145,A,Pune,Member,Male,Sports And Travel,33.88,2.0,3.39,71.15,2026-05-25,13:41:00,Cash,67.76,4.7619,3.39,3.6,3.39,2026,5,May,Monday,25,13,71.15,0.0
INV-10055,B,Nashik,Normal,Male,Health And Beauty,98.31,7.0,34.41,722.58,2026-02-24,15:08:00,Upi,688.17,4.7619,34.41,4.3,34.41,2026,2,February,Tuesday,24,15,722.58,0.0
INV-10164,B,Nashik,Member,Female,Electronic Accessories,44.84,3.0,6.73,141.25,2026-06-13,21:33:00,Cash,134.52,4.7619,6.73,3.7,6.73,2026,6,June,Saturday,13,21,141.25,0.0
INV-10200,C,Mumbai,Normal,Male,Home And Lifestyle,16.88,1.0,0.84,17.72,2026-07-19,18:58:00,Cash,16.88,4.7619,0.84,4.2,0.84,2026,7,July,Sunday,19,18,17.72,0.0
INV-10218,C,Mumbai,Normal,Male,Food And Beverages,77.16,1.0,3.86,81.02,2026-08-06,12:39:00,Upi,77.16,4.7619,3.86,4.3,3.86,2026,8,August,Thursday,6,12,81.02,0.0
INV-10277,C,Mumbai,Member,Female,Electronic Accessories,58.96,7.0,20.64,433.36,2026-10-04,18:56:00,Credit Card,412.72,4.7619,20.64,3.9,20.64,2026,10,October,Sunday,4,18,433.36,0.0
INV-10383,B,Nashik,Member,Female,Electronic Accessories,71.73,10.0,35.86,753.16,2027-01-18,15:37:00,Credit Card,717.3,4.7619,35.86,3.4,35.86,2027,1,January,Monday,18,15,753.16,0.0
INV-10246,C,Mumbai,Normal,Female,Food And Beverages,16.23,9.0,7.3,153.37,2026-09-03,16:53:00,Credit Card,146.07,4.7619,7.3,4.4,7.3,2026,9,September,Thursday,3,16,153.37,0.0
INV-10107,B,Nashik,Member,Male,Food And Beverages,53.14,5.0,13.28,278.98,2026-04-17,17:30:00,Upi,265.7,4.7619,13.28,3.9,13.28,2026,4,April,Friday,17,17,278.98,0.0
INV-10443,B,Nashik,Normal,Female,Food And Beverages,21.52,1.0,1.08,22.6,2027-03-19,19:28:00,Cash,21.52,4.7619,1.08,4.0,1.08,2027,3,March,Friday,19,19,22.6,0.0
INV-10449,B,Nashik,Normal,Female,Sports And Travel,54.5,1.0,2.72,57.22,2027-03-25,19:15:00,Credit Card,54.5,4.7619,2.72,3.2,2.72,2027,3,March,Thursday,25,19,57.22,0.0
INV-10025,B,Nashik,Normal,Male,Electronic Accessories,40.92,9.0,18.41,386.69,2026-01-25,16:18:00,Upi,368.28,4.7619,18.41,4.5,18.41,2026,1,January,Sunday,25,16,386.69,0.0
INV-10044,C,Mumbai,Normal,Male,Fashion Accessories,62.24,1.0,3.11,65.35,2026-02-13,16:06:00,Credit Card,62.24,4.7619,3.11,3.9,3.11,2026,2,February,Friday,13,16,65.35,0.0
INV-10317,B,Nashik,Normal,Female,Fashion Accessories,76.81,2.0,7.68,161.3,2026-11-13,16:54:00,Credit Card,153.62,4.7619,7.68,2.9,7.68,2026,11,November,Friday,13,16,161.3,0.0
INV-10469,A,Pune,Normal,Male,Health And Beauty,81.25,2.0,8.12,170.62,2027-04-14,09:48:00,Upi,162.5,4.7619,8.12,4.4,8.12,2027,4,April,Wednesday,14,9,170.62,0.0
INV-10266,C,Mumbai,Normal,Male,Fashion Accessories,24.73,3.0,3.71,77.9,2026-09-23,16:43:00,Credit Card,74.19,4.7619,3.71,4.1,3.71,2026,9,September,Wednesday,23,16,77.9,0.0
INV-10374,C,Mumbai,Member,Female,Home And Lifestyle,15.63,5.0,3.91,82.06,2027-01-09,16:51:00,Cash,78.15,4.7619,3.91,4.6,3.91,2027,1,January,Saturday,9,16,82.06,0.0
INV-10083,A,Pune,Normal,Male,Sports And Travel,88.6,2.0,8.86,186.06,2026-03-24,13:12:00,Credit Card,177.2,4.7619,8.86,5.0,8.86,2026,3,March,Tuesday,24,13,186.06,0.0
INV-10167,A,Pune,Member,Female,Electronic Accessories,22.04,3.0,3.31,69.43,2026-06-16,12:17:00,Upi,66.12,4.7619,3.31,4.1,3.31,2026,6,June,Tuesday,16,12,69.43,0.0
INV-10213,B,Nashik,Member,Female,Electronic Accessories,19.51,4.0,3.9,81.94,2026-08-01,19:07:00,Upi,78.04,4.7619,3.9,4.0,3.9,2026,8,August,Saturday,1,19,81.94,0.0
INV-10484,B,Nashik,Member,Female,Home And Lifestyle,20.07,8.0,8.03,168.59,2027-04-29,12:53:00,Cash,160.56,4.7619,8.03,4.1,8.03,2027,4,April,Thursday,29,12,168.59,0.0
INV-10125,A,Pune,Normal,Female,Food And Beverages,94.28,4.0,18.86,395.98,2026-05-05,11:48:00,Credit Card,377.12,4.7619,18.86,4.4,18.86,2026,5,May,Tuesday,5,11,395.98,0.0
INV-10454,C,Mumbai,Normal,Male,Sports And Travel,40.44,3.0,6.07,127.39,2027-03-30,19:42:00,Upi,121.32,4.7619,6.07,4.1,6.07,2027,3,March,Tuesday,30,19,127.39,0.0
INV-10102,B,Nashik,Member,Male,Home And Lifestyle,30.13,10.0,15.07,316.37,2026-04-12,20:54:00,Cash,301.3,4.7619,15.07,4.6,15.07,2026,4,April,Sunday,12,20,316.37,0.0
INV-10436,C,Mumbai,Member,Female,Sports And Travel,41.13,7.0,14.4,302.31,2027-03-12,12:17:00,Upi,287.91,4.7619,14.4,5.0,14.4,2027,3,March,Friday,12,12,302.31,0.0
INV-10077,C,Mumbai,Member,Female,Fashion Accessories,41.17,4.0,8.23,172.91,2026-03-18,16:54:00,Credit Card,164.68,4.7619,8.23,4.1,8.23,2026,3,March,Wednesday,18,16,172.91,0.0
INV-10133,A,Pune,Normal,Female,Food And Beverages,44.78,5.0,11.2,235.1,2026-05-13,17:55:00,Upi,223.9,4.7619,11.2,3.6,11.2,2026,5,May,Wednesday,13,17,235.1,0.0
INV-10500,C,Mumbai,Member,Female,Sports And Travel,60.42,8.0,24.17,507.53,2027-05-15,12:40:00,Cash,483.36,4.7619,24.17,3.5,24.17,2027,5,May,Saturday,15,12,507.53,0.0
INV-10151,C,Mumbai,Member,Male,Electronic Accessories,30.94,3.0,4.64,97.46,2026-05-31,11:43:00,Cash,92.82,4.7619,4.64,3.6,4.64,2026,5,May,Sunday,31,11,97.46,0.0
INV-10076,C,Mumbai,Normal,Male,Home And Lifestyle,44.28,9.0,19.93,418.45,2026-03-17,16:22:00,Upi,398.52,4.7619,19.93,5.0,19.93,2026,3,March,Tuesday,17,16,418.45,0.0
INV-10027,A,Pune,Member,Male,Fashion Accessories,49.82,5.0,12.46,261.56,2026-01-27,19:04:00,Credit Card,249.1,4.7619,12.46,4.7,12.46,2026,1,January,Tuesday,27,19,261.56,0.0
INV-10381,A,Pune,Member,Female,Home And Lifestyle,54.65,7.0,19.13,401.68,2027-01-16,17:09:00,Upi,382.55,4.7619,19.13,3.7,19.13,2027,1,January,Saturday,16,17,401.68,0.0
INV-10395,B,Nashik,Normal,Male,Sports And Travel,72.79,5.0,18.2,382.15,2027-01-30,17:47:00,Upi,363.95,4.7619,18.2,4.0,18.2,2027,1,January,Saturday,30,17,382.15,0.0
INV-10113,C,Mumbai,Normal,Female,Fashion Accessories,38.58,3.0,5.79,121.53,2026-04-23,16:49:00,Credit Card,115.74,4.7619,5.79,3.6,5.79,2026,4,April,Thursday,23,16,121.53,0.0
INV-10301,A,Pune,Normal,Male,Home And Lifestyle,19.53,8.0,7.81,164.05,2026-10-28,17:36:00,Credit Card,156.24,4.7619,7.81,3.8,7.81,2026,10,October,Wednesday,28,17,164.05,0.0
INV-10290,B,Nashik,Normal,Male,Sports And Travel,19.71,8.0,7.88,165.56,2026-10-17,10:33:00,Cash,157.68,4.7619,7.88,3.8,7.88,2026,10,October,Saturday,17,10,165.56,0.0
INV-10369,A,Pune,Normal,Male,Home And Lifestyle,43.61,5.0,4.36,228.95,2027-01-04,16:23:00,Credit Card,218.05,4.7619,10.9,3.4,10.9,2027,1,January,Monday,4,16,228.95,0.0
INV-10028,B,Nashik,Member,Female,Home And Lifestyle,84.87,5.0,21.22,445.57,2026-01-28,21:46:00,Cash,424.35,4.7619,21.22,4.8,21.22,2026,1,January,Wednesday,28,21,445.57,0.0
INV-10297,C,Unknown,Normal,Male,Fashion Accessories,47.21,3.0,7.08,148.71,2026-10-24,19:19:00,Upi,141.63,4.7619,7.08,3.3,7.08,2026,10,October,Saturday,24,19,148.71,0.0
INV-10379,C,Mumbai,Member,Male,Fashion Accessories,25.61,3.0,3.84,80.67,2027-01-14,20:53:00,Credit Card,76.83,4.7619,3.84,4.6,3.84,2027,1,January,Thursday,14,20,80.67,0.0
INV-10111,A,Pune,Member,Female,Electronic Accessories,90.84,2.0,9.08,190.76,2026-04-21,14:37:00,Upi,181.68,4.7619,9.08,3.5,9.08,2026,4,April,Tuesday,21,14,190.76,0.0
INV-10462,B,Nashik,Normal,Female,Fashion Accessories,18.0,5.0,4.5,94.5,2027-04-07,15:13:00,Upi,90.0,4.7619,4.5,5.0,4.5,2027,4,April,Wednesday,7,15,94.5,0.0
INV-10205,B,Nashik,Member,Male,Home And Lifestyle,84.26,5.0,21.06,442.36,2026-07-24,09:54:00,Upi,421.3,4.7619,21.06,3.0,21.06,2026,7,July,Friday,24,9,442.36,0.0
INV-10231,C,Mumbai,Member,Female,Sports And Travel,47.09,6.0,14.13,296.67,2026-08-19,20:21:00,Cash,282.54,4.7619,14.13,4.5,14.13,2026,8,August,Wednesday,19,20,296.67,0.0
INV-10191,A,Pune,Member,Female,Fashion Accessories,65.27,4.0,13.05,274.13,2026-07-10,17:35:00,Upi,261.08,4.7619,13.05,3.9,13.05,2026,7,July,Friday,10,17,274.13,0.0
INV-10483,B,Nashik,Member,Male,Electronic Accessories,80.83,5.0,20.21,424.36,2027-04-28,09:12:00,Cash,404.15,4.7619,20.21,4.9,20.21,2027,4,April,Wednesday,28,9,424.36,0.0
INV-10206,A,Pune,Normal,Male,Food And Beverages,54.59,4.0,10.92,229.28,2026-07-25,18:06:00,Upi,218.36,4.7619,10.92,4.2,10.92,2026,7,July,Saturday,25,18,229.28,0.0
INV-10302,B,Nashik,Member,Male,Electronic Accessories,23.64,8.0,9.46,198.58,2026-10-29,18:35:00,Credit Card,189.12,4.7619,9.46,4.8,9.46,2026,10,October,Thursday,29,18,198.58,0.0
INV-10171,C,Mumbai,Member,Male,Home And Lifestyle,71.29,9.0,32.08,673.69,2026-06-20,20:39:00,Upi,641.61,4.7619,32.08,4.2,32.08,2026,6,June,Saturday,20,20,673.69,0.0
INV-10415,B,Nashik,Normal,Female,Food And Beverages,21.82,1.0,1.09,22.91,2027-02-19,09:24:00,Credit Card,21.82,4.7619,1.09,4.3,1.09,2027,2,February,Friday,19,9,22.91,0.0
INV-10376,A,Pune,Member,Female,Fashion Accessories,78.99,10.0,39.5,829.4,2027-01-11,13:30:00,Upi,789.9,4.7619,39.5,4.5,39.5,2027,1,January,Monday,11,13,829.4,0.0
INV-10057,A,Pune,Member,Female,Fashion Accessories,44.43,7.0,15.55,326.56,2026-02-26,12:29:00,Upi,311.01,4.7619,15.55,5.0,15.55,2026,2,February,Thursday,26,12,326.56,0.0
INV-10149,A,Pune,Normal,Female,Sports And Travel,66.99,5.0,16.75,351.7,2026-05-29,17:34:00,Credit Card,334.95,4.7619,16.75,3.5,16.75,2026,5,May,Friday,29,17,351.7,0.0
INV-10242,C,Mumbai,Member,Male,Sports And Travel,70.06,2.0,7.01,147.13,2026-08-30,20:10:00,Cash,140.12,4.7619,7.01,5.0,7.01,2026,8,August,Sunday,30,20,147.13,0.0
INV-10088,B,Nashik,Member,Male,Fashion Accessories,45.19,6.0,13.56,284.7,2026-03-29,09:54:00,Upi,271.14,4.7619,13.56,5.0,13.56,2026,3,March,Sunday,29,9,284.7,0.0
INV-10091,A,Pune,Member,Female,Sports And Travel,58.58,5.0,14.64,307.54,2026-04-01,12:07:00,Cash,292.9,4.7619,14.64,3.1,14.64,2026,4,April,Wednesday,1,12,307.54,0.0
INV-10098,B,Nashik,Member,Female,Health And Beauty,83.69,2.0,8.37,175.75,2026-04-08,14:29:00,Credit Card,167.38,4.7619,8.37,4.1,8.37,2026,4,April,Wednesday,8,14,175.75,0.0
INV-10059,A,Pune,Normal,Female,Food And Beverages,97.67,5.0,24.42,512.77,2026-02-28,11:07:00,Upi,488.35,4.7619,24.42,5.0,24.42,2026,2,February,Saturday,28,11,512.77,0.0
INV-10117,C,Mumbai,Member,Male,Food And Beverages,20.96,6.0,6.29,132.05,2026-04-27,21:27:00,Credit Card,125.76,4.7619,6.29,4.8,6.29,2026,4,April,Monday,27,21,132.05,0.0
INV-10499,C,Mumbai,Normal,Male,Home And Lifestyle,95.2,1.0,4.76,99.96,2027-05-14,10:25:00,Upi,95.2,4.7619,4.76,4.9,4.76,2027,5,May,Friday,14,10,99.96,0.0
INV-10070,C,Mumbai,Member,Male,Electronic Accessories,55.62,9.0,25.03,525.61,2026-03-11,14:59:00,Cash,500.58,4.7619,25.03,3.5,25.03,2026,3,March,Wednesday,11,14,525.61,0.0
INV-10337,C,Mumbai,Normal,Male,Sports And Travel,67.9,10.0,33.95,712.95,2026-12-03,19:10:00,Credit Card,679.0,4.7619,33.95,4.6,33.95,2026,12,December,Thursday,3,19,712.95,0.0
INV-10307,B,Nashik,Normal,Female,Electronic Accessories,24.48,10.0,12.24,257.04,2026-11-03,20:39:00,Upi,244.8,4.7619,12.24,3.9,12.24,2026,11,November,Tuesday,3,20,257.04,0.0
INV-10325,C,Mumbai,Normal,Male,Electronic Accessories,85.6,4.0,17.12,359.52,2026-11-21,09:38:00,Upi,342.4,4.7619,17.12,4.0,17.12,2026,11,November,Saturday,21,9,359.52,0.0
INV-10402,C,Mumbai,Member,Female,Home And Lifestyle,51.56,2.0,5.16,108.28,2027-02-06,09:15:00,Upi,103.12,4.7619,5.16,5.0,5.16,2027,2,February,Saturday,6,9,108.28,0.0
INV-10387,A,Pune,Normal,Female,Food And Beverages,95.53,1.0,4.78,100.31,2027-01-22,12:27:00,Upi,95.53,4.7619,4.78,3.5,4.78,2027,1,January,Friday,22,12,100.31,0.0
INV-10214,A,Pune,Member,Male,Home And Lifestyle,98.94,3.0,14.84,311.66,2026-08-02,09:22:00,Upi,296.82,4.7619,14.84,4.1,14.84,2026,8,August,Sunday,2,9,311.66,0.0
INV-10320,A,Pune,Member,Male,Health And Beauty,71.91,4.0,14.38,302.02,2026-11-16,17:28:00,Cash,287.64,4.7619,14.38,4.6,14.38,2026,11,November,Monday,16,17,302.02,0.0
INV-10283,B,Nashik,Member,Female,Fashion Accessories,26.25,9.0,11.81,248.06,2026-10-10,10:25:00,Cash,236.25,4.7619,11.81,4.2,11.81,2026,10,October,Saturday,10,10,248.06,0.0
